-4.021380809211868158e-05,-2.025766336793324293e-05,1.878612615022350637e-05,8.568526959772313059e-06,4.057364238909457474e-05,-8.211981209720652986e-05,-9.410793856228673987e-05,-3.249056577118044329e-05,8.423393447715286279e-05,-3.304383869063521272e-05,-6.371838451902983244e-06,-1.134489561239651189e-04,2.828284026859544022e-04,5.439230325670818740e-05,6.726419860366457252e-05,2.453269234830547180e-05,-8.730396551599305804e-05,8.535421277133114918e-05,7.654542577626960822e-05,1.687411130848132177e-04,2.610659226677974185e-05,-3.274646456532086529e-05,8.454635803619319531e-05,-8.186624029293068660e-05,-1.043406088744504724e-04,5.378916319156575271e-05,-1.990504558978648561e-04,-2.635599762684395591e-05,-1.890380049406893660e-04,-2.038622178385697948e-04
3.4535862319809745e-07
